State Date       Time   Providers Details
NY    2021-12-29 09-02  +19       ['NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Glen Cove,11542,Glencove Hospital', 'NY,Hamilton,13346,Community Memorial Hospital', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,Montour Falls,14865,Schuyler Hospital', 'NY,Mount Kisco,10549,Northern Westchester Hospital', 'NY,Oceanside,11572,Mount Sinai Hosp So Nassau', 'NY,Plainview,11803,Plainview Hospital', 'NY,Port Jefferson,11777,John T Mather Mem Hosp', 'NY,Poughkeepsie,12601,Vassar Brothers Med Ctr', 'NY,Riverhead,11901,Peconic Bay Medical Center', 'NY,Rockville Centre,11570,Mercy Medical Center', 'NY,Roslyn,11576,St. Francis Hospital - Roslyn', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Southampton,11968,Stony Brook Southampton Hospital', 'NY,Syosset,11791,North Shore Univ Hospital At Syosse', 'NY,White Plains,10605,Burke Rehabilitation Hospital', 'NY,Williamsville,14221,Kaleida-Millard Fillmor', 'NY,Yonkers,10701,Sjrh - St Johns Division']
NY    2022-01-03 16-32  +1        ['NY,Northport,11768,V02 632 Northport, Ny']
NY    2022-01-04 16-56  +7        ['NY,Amsterdam,12010,St Marys Hosp At Amsterdam Birth', 'NY,Bath,14810,Ira Davenport Memorial Hospital', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Little Falls,13365,Little Falls Hospital', 'NY,New York,10010,V02 630 New York, Ny', 'NY,Rhinebeck,12572,Northern Dutchess Hospital-Birth', 'NY,Star Lake,13690,Clifton Fine Health Care Corp']
NY    2022-01-05 18-07  +3        ['NY,Jamestown,14701,Upmc Chautauqua At Wca', 'NY,Rochester,14626,Unity Hospital-Unity Health System', 'NY,Ticonderoga,12883,Moses-Ludington Hospital']
NY    2022-01-10 10-10  +2        ['NY,Brooklyn,11209,V02 630A4 Brooklyn, Ny', 'NY,Wappingers Falls,12590,V02 620A4 Castle Point, Ny']
NY    2022-01-12 08-07  +3        ['NY,Bronx,10457,Bronxcare Hospital Center', 'NY,Jamaica,11418,Jamaica Hospital Medical Center', 'NY,Staten Island,10310,Richmond University Medical Center']
NY    2022-01-19 08-05  +1        ['NY,Bronx,10457,St. Barnabas Health System']
NY    2022-01-25 09-23  +6        ['NY,Brooklyn,11219,New York Community Hospital', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,New York,10021,Hospital For Special Surgery', 'NY,Rhinebeck,12572,Northern Dutchess Hospital', 'NY,Ticonderoga,12883,Elizabethtown Community Hospital']
NY    2022-01-25 09-23  -2        ['NY,Rhinebeck,12572,Northern Dutchess Hospital-Birth', 'NY,Ticonderoga,12883,Moses-Ludington Hospital']
NY    2022-01-28 17-11  +7        ['NY,Binghamton,13903,Cl Cressler Inc #1518', 'NY,North Syracuse,13212,Healthdirect Inst. Pharmacy Svc #60', 'NY,Rochester,14624,Healthdirect Inst. Pharmacy  #96', 'NY,Syracuse,13210,Procare Ltc Of Syracuse', 'NY,Vestal,13850,Pharmscript Holdcoandsubsidiaries', 'NY,Williamsville,14221,Woodmark Pharmacy Of Ny', 'NY,Woodbury,11797,Li Script Llc']
NY    2022-02-01 09-23  +4        ['NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309', 'NY,New Hartford,13413,Omnicare Of New Hartford #48311', 'NY,Plainview,11803,Omnicare Of Plainview #48313', 'NY,Rochester,14610,Omnicare Of Rochester #48314']
NY    2022-02-02 09-09  +3        ['NY,Albany,12205,Capital Regional Rx Llc', 'NY,Bardonia,10954,Medwiz Solutions Llc', 'NY,Farmingdale,11735,Tap Rx']
NY    2022-02-02 09-09  -5        ['NY,Great Neck,11021,North Shore Univ Hosp', 'NY,Hornell,14843,St James Hospital', 'NY,Montour Falls,14865,Schuyler Hospital', 'NY,Oswego,13126,Oswego Hospital', 'NY,Vestal,13850,Pharmscript Holdcoandsubsidiaries']
NY    2022-02-04 09-14  +2        ['NY,Montour Falls,14865,Schuyler Hospital', 'NY,Vestal,13850,Pharmscript Holdcoandsubsidiaries']
NY    2022-02-07 09-54  -1        ['NY,Staten Island,10310,Richmond University Medical Center']
NY    2022-02-09 09-41  +5        ['NY,Albany,12208,St Peters Hospital', 'NY,Amsterdam,12010,St Marys Hosp At Amsterdam', 'NY,Nyack,10960,Montefiore Nyack Hospital', 'NY,Staten Island,10310,Richmond University Medical Center', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr']
NY    2022-02-09 09-41  -4        ['NY,Albany,12208,St Peters Hospital-Birth Dose', 'NY,Amsterdam,12010,St Marys Hosp At Amsterdam Birth', 'NY,Nyack,10960,Montefiore Nyack Hospital-Bd/C19', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr-Birth']
NY    2022-02-10 21-04  +23       ['NY,Bethpage,11714,My Chs Rx Pharmacy Inc.', 'NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Bronxville,10708,Nyp-Lawrence Hospital', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Buffalo,14203,University Of Neurology', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Cooperstown,13326,Bassett Medical Center Op Pharmacy', 'NY,Cortland,13045,Guthrie Cortland Mc', 'NY,Croton On Hudson,10520,Save Mor Drugs', 'NY,Elizabethtown,12932,Elizabethtown Community Hospital', 'NY,Elmont,11003,Mos Med', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Johnson City,13790,Uhs Wilson Medical Center', 'NY,Kenmore,14217,Kenmore Mercy Hospital', 'NY,Lewiston,14092,Mount St, Mary Hospital', 'NY,Lowville,13367,Lewis Co General Hosp', 'NY,New Hyde Park,11042,Monter Cancer Center', 'NY,Newburgh,12550,St Lukes Cornwall Hospital Newburg', 'NY,Norwich,13815,Chenango Memorial Hospital', 'NY,Port Jefferson,11777,St Charles Hosp Pediatric Clinic', 'NY,Troy,12180,Samaritan-St. Marys Campus', 'NY,Utica,13502,Faxton St Lukes Healthcare', 'NY,Valhalla,10595,Westchester Medical Center']
NY    2022-02-10 21-04  -26       ['NY,Auburn,13021,Auburn Community Hospital', 'NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309', 'NY,Binghamton,13903,Cl Cressler Inc #1518', 'NY,Brooklyn,11209,V02 630A4 Brooklyn, Ny', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Farmingdale,11735,Tap Rx', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,Gouverneur,13642,Gouverneur Hospital', 'NY,Ithaca,14850,Cayuga Medical Center Of Ithaca', 'NY,Margaretville,12455,Margaretville Hospital - Pharmacy', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,New York,10010,V02 630 New York, Ny', 'NY,Northport,11768,V02 632 Northport, Ny', 'NY,Olean,14760,Olean General Hospital', 'NY,Plainview,11803,Omnicare Of Plainview #48313', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14624,Healthdirect Inst. Pharmacy  #96', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Syracuse,13210,Procare Ltc Of Syracuse', 'NY,Ticonderoga,12883,Elizabethtown Community Hospital', 'NY,Wappingers Falls,12590,V02 620A4 Castle Point, Ny', 'NY,Warsaw,14569,Wyoming Co Community Hosp', 'NY,White Plains,10605,Burke Rehabilitation Hospital']
NY    2022-02-16 08-11  +3        ['NY,Glen Cove,11542,Glen Cove Hospital', 'NY,Margaretville,12455,Margaretville Hospital - Pharmacy', 'NY,Olean,14760,Olean General Hospital']
NY    2022-02-16 08-11  -1        ['NY,Glen Cove,11542,Glencove Hospital']
NY    2022-02-16 08-23  -2        ['NY,Buffalo,14220,Mercy Hospital Of Buffalo', 'NY,Croton On Hudson,10520,Save Mor Drugs']
NY    2022-02-16 18-37  +24       ['NY,Auburn,13021,Auburn Community Hospital', 'NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309', 'NY,Binghamton,13903,Cl Cressler Inc #1518', 'NY,Brooklyn,11209,V02 630A4 Brooklyn, Ny', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Farmingdale,11735,Tap Rx', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,Gouverneur,13642,Gouverneur Hospital', 'NY,Ithaca,14850,Cayuga Medical Center Of Ithaca', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,New York,10010,V02 630 New York, Ny', 'NY,Northport,11768,V02 632 Northport, Ny', 'NY,Plainview,11803,Omnicare Of Plainview #48313', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14624,Healthdirect Inst. Pharmacy  #96', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Syracuse,13210,Procare Ltc Of Syracuse', 'NY,Ticonderoga,12883,Elizabethtown Community Hospital', 'NY,Wappingers Falls,12590,V02 620A4 Castle Point, Ny', 'NY,Warsaw,14569,Wyoming Co Community Hosp', 'NY,White Plains,10605,Burke Rehabilitation Hospital']
NY    2022-02-16 18-37  -22       ['NY,Bethpage,11714,My Chs Rx Pharmacy Inc.', 'NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Bronxville,10708,Nyp-Lawrence Hospital', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Buffalo,14203,University Of Neurology', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Cooperstown,13326,Bassett Medical Center Op Pharmacy', 'NY,Cortland,13045,Guthrie Cortland Mc', 'NY,Elizabethtown,12932,Elizabethtown Community Hospital', 'NY,Elmont,11003,Mos Med', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Johnson City,13790,Uhs Wilson Medical Center', 'NY,Kenmore,14217,Kenmore Mercy Hospital', 'NY,Lewiston,14092,Mount St, Mary Hospital', 'NY,Lowville,13367,Lewis Co General Hosp', 'NY,New Hyde Park,11042,Monter Cancer Center', 'NY,Newburgh,12550,St Lukes Cornwall Hospital Newburg', 'NY,Norwich,13815,Chenango Memorial Hospital', 'NY,Port Jefferson,11777,St Charles Hosp Pediatric Clinic', 'NY,Troy,12180,Samaritan-St. Marys Campus', 'NY,Utica,13502,Faxton St Lukes Healthcare', 'NY,Valhalla,10595,Westchester Medical Center']
NY    2022-02-18 16-04  +7        ['NY,Brooklyn,11203,Nyc H+H- Kings County', 'NY,Buffalo,14220,Mercy Hospital Of Buffalo', 'NY,Great Neck,11021,North Shore Univ Hosp', 'NY,Hornell,14843,St James Hospital', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,New York,10016,Nyc Health + Hospitals/Bellevue', 'NY,Oswego,13126,Oswego Hospital']
NY    2022-02-22 09-09  -10       ['NY,Brooklyn,11209,V02 630A4 Brooklyn, Ny', 'NY,Buffalo,14220,Mercy Hospital Of Buffalo', 'NY,Great Neck,11021,North Shore Univ Hosp', 'NY,Hornell,14843,St James Hospital', 'NY,Montour Falls,14865,Schuyler Hospital', 'NY,New York,10010,V02 630 New York, Ny', 'NY,Northport,11768,V02 632 Northport, Ny', 'NY,Oswego,13126,Oswego Hospital', 'NY,Syosset,11791,North Shore Univ Hospital At Syosse', 'NY,Wappingers Falls,12590,V02 620A4 Castle Point, Ny']
NY    2022-03-03 10-04  -1        ['NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309']
NY    2022-03-08 14-40  +1        ['NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309']
NY    2022-03-16 18-51  +16       ['NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Bronxville,10708,Nyp-Lawrence Hospital', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Carmel,10512,Shoprite', 'NY,Cooperstown,13326,Bassett Medical Center Op Pharmacy', 'NY,East Syracuse,13057,Hematology Oncology Associates Cny', 'NY,Elizabethtown,12932,Elizabethtown Community Hospital', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,New Hyde Park,11042,Monter Cancer Center', 'NY,Newburgh,12550,St Lukes Cornwall Hospital Newburg', 'NY,Norwich,13815,Chenango Memorial Hospital', 'NY,Troy,12180,Samaritan-St. Marys Campus', 'NY,Utica,13502,Faxton St Lukes Healthcare', 'NY,Valhalla,10595,Westchester Medical Center', 'NY,Yonkers,10701,Saint Josephs Hospital']
NY    2022-03-16 18-51  -62       ['NY,Albany,12208,Albany Medical Ctr Hosp', 'NY,Albany,12208,St Peters Hospital', 'NY,Alexandria Bay,13607,River Hospital', 'NY,Auburn,13021,Auburn Community Hospital', 'NY,Bay Shore,11706,Southside Hospital', 'NY,Binghamton,13903,Cl Cressler Inc #1518', 'NY,Binghamton,13903,Uhs Binghamton General Hospital', 'NY,Brooklyn,11203,Nyc H+H- Kings County', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Buffalo,14214,Sisters Of Charity Hospital Of Buff', 'NY,Buffalo,14215,Erie County Medical Center', 'NY,Corning,14830,Corning Hospital', 'NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Dansville,14437,Nicholas H Noyes Hospital', 'NY,Dunkirk,14048,Brooks Memorial Hospital', 'NY,East Meadow,11554,Nassau University Medical Center', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Farmingdale,11735,Tap Rx', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,Glen Cove,11542,Glen Cove Hospital', 'NY,Gouverneur,13642,Gouverneur Hospital', 'NY,Hamilton,13346,Community Memorial Hospital', 'NY,Harris,12742,Catskill Regional Medical Center', 'NY,Huntington,11743,Huntington Hospital', 'NY,Kingston,12401,Healthalliance Hospital', 'NY,Malone,12953,Alice Hyde Med Cen', 'NY,Margaretville,12455,Margaretville Hospital - Pharmacy', 'NY,Medina,14103,Medina Memorial Hospital', 'NY,Middletown,10940,Garnet Health Medical Center', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,Mount Kisco,10549,Northern Westchester Hospital', 'NY,New Rochelle,10801,Montefiore New Rochelle Hospital', 'NY,New York,10016,Nyc Health + Hospitals/Bellevue', 'NY,New York,10021,Hospital For Special Surgery', 'NY,North Tonawanda,14120,Kaleida - Degraff Memorial Hospital', 'NY,Nyack,10960,Montefiore Nyack Hospital', 'NY,Ogdensburg,13669,Claxton-Hepburn Medical Center', 'NY,Olean,14760,Olean General Hospital', 'NY,Oneida,13421,Oneida Healthcare Ctr', 'NY,Plainview,11803,Plainview Hospital', 'NY,Port Jervis,12771,Bon Secours Community Hosp', 'NY,Poughkeepsie,12601,Wm-Midhudson Regional Hospital', 'NY,Rhinebeck,12572,Northern Dutchess Hospital', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14624,Healthdirect Inst. Pharmacy  #96', 'NY,Rochester,14626,Unity Hospital-Unity Health System', 'NY,Rome,13440,Rome Memorial Hospital', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Saratoga Springs,12866,Saratoga Hospital', 'NY,Springville,14141,Bertrand Chaffee Hospital', 'NY,Staten Island,10305,Staten Island Univeristy-North Camp', 'NY,Syracuse,13210,Procare Ltc Of Syracuse', 'NY,Ticonderoga,12883,Elizabethtown Community Hospital', 'NY,Warsaw,14569,Wyoming Co Community Hosp', 'NY,Warwick,10990,St Anthony Community Hosp', 'NY,Wellsville,14895,Jones Memorial Hospital', 'NY,Westfield,14787,Westfield Memorial Hospital', 'NY,Williamsville,14221,Kaleida-Millard Fillmor', 'NY,Woodbury,11797,Li Script Llc', 'NY,Yonkers,10701,Sjrh - St Johns Division']
NY    2022-03-18 09-58  +17       ['NY,Alexandria Bay,13607,River Hospital', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Hudson,,Columbia Memorial Hospital', 'NY,Lowville,13367,Lewis Co General Hosp', 'NY,New York,10017,Alto Pharmacy', 'NY,Plattsburgh,,Champlain Valley Phy Hsp', 'NY,Port Jervis,12771,Bon Secours Community Hosp', 'NY,Rochester,,Rochester General Hospital', 'NY,Smithtown,,St Catherine Of Siena Med Ctr', 'NY,Star Lake,,Clifton Fine Health Care Corp', 'NY,Staten Island,10305,Staten Island Univeristy-North Camp', 'NY,Stony Brook,,Stony Brook Univ Medical Ctr', 'NY,Warwick,10990,St Anthony Community Hosp']
NY    2022-03-18 09-58  -19       ['NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Canandaigua,14424,Ur Medicine Frederick Ferris Thomp', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Hudson,12534,Columbia Memorial Hospital', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,Jamestown,14701,Upmc Chautauqua At Wca', 'NY,Plattsburgh,12901,Champlain Valley Phy Hsp', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Star Lake,13690,Clifton Fine Health Care Corp', 'NY,Staten Island,10310,Richmond University Medical Center', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr', 'NY,Troy,12180,Samaritan-St. Marys Campus', 'NY,Valhalla,10595,Westchester Medical Center', 'NY,Valley Stream,11580,Long Island Jewish Medical Valley S']
NY    2022-03-18 11-17  +13       ['NY,Binghamton,13903,Uhs Binghamton General Hospital', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Hudson,12534,Columbia Memorial Hospital', 'NY,Johnson City,13790,Uhs Wilson Medical Center', 'NY,Plainview,11803,Plainview Hospital', 'NY,Plattsburgh,12901,Champlain Valley Phy Hsp', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Star Lake,13690,Clifton Fine Health Care Corp', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr', 'NY,Syosset,11791,North Shore Univ Hospital At Syosse']
NY    2022-03-18 11-17  -13       ['NY,Amsterdam,12010,St Marys Hosp At Amsterdam', 'NY,Bardonia,10954,Medwiz Solutions Llc', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Carmel,10512,Shoprite', 'NY,Elmira,14905,Arnot Ogden Medical Center', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Hudson,,Columbia Memorial Hospital', 'NY,Plattsburgh,,Champlain Valley Phy Hsp', 'NY,Rochester,,Rochester General Hospital', 'NY,Smithtown,,St Catherine Of Siena Med Ctr', 'NY,Star Lake,,Clifton Fine Health Care Corp', 'NY,Stony Brook,,Stony Brook Univ Medical Ctr']
NY    2022-03-19 08-15  +4        ['NY,Dunkirk,14048,Brooks Memorial Hospital', 'NY,Elmira,14905,Arnot Ogden Medical Center', 'NY,Montour Falls,14865,Schuyler Hospital', 'NY,Staten Island,10310,Richmond University Medical Center']
NY    2022-03-19 11-58  +1        ['NY,Brooklyn,11213,Interfaith Medical Center']
NY    2022-03-19 11-58  -2        ['NY,Albany,12205,Capital Regional Rx Llc', 'NY,Walton,13856,Delaware Valley Hospital Inc']
NC    2022-01-03 16-32  -1        ['NC,Durham,27703,Unc Shared Services Center']
NC    2022-01-04 16-56  +12       ['NC,Charlotte,28205,Oakhurst Pharmacy', 'NC,Emerald Isle,28594,Carteret Heart And Vascular', 'NC,Fayetteville,28301,V06 565 Fayetteville, Nc', 'NC,Hendersonville,28791,Margaret R Pardee Hospital Pharmacy', 'NC,Kernersville,27284,Novant Health Kernersville Medical', 'NC,Mount Holly,28120,Moose Pharmacy Of Mount Holly', 'NC,Mt. Pleasant,28124,Moose Drug Company', 'NC,Salisbury,28144,Novant Health Rowan Medical Center', 'NC,Salisbury,28144,V06 659 Salisbury Vamc, Nc', 'NC,Wilmington,28401,Cape Fear Clinic Inc', 'NC,Wilson,27896,Wilson Medical Group', 'NC,Winston Salem,27107,Southside Discount Pharmacy']
NC    2022-01-04 16-56  -1        ['NC,Kinston,28501,Unc Lenoir Health Care']
NC    2022-01-05 18-07  +6        ['NC,Cary,27511,Adhererx Pharmacy North Carolina', 'NC,Charlotte,28208,Starmed Healthcare', 'NC,Elizabeth City,27909,Sentara Albemarle Regional Medical', 'NC,Goldsboro,27534,Wayne Memorial Hospital', 'NC,Hickory,28601,Dlp Frye Regional Medical Center Ll', 'NC,Taylorsville,28681,Peoples Drug Store']
NC    2022-01-07 08-09  +4        ['NC,Arden,28704,Asheville Medicine And Pediatrics', 'NC,Huntersville,28078,Cu Infusion', 'NC,Kernersville,27284,Novant Medical Center Kernersville', 'NC,Locust,28097,Moose Pharmacy Of Locust']
NC    2022-01-10 10-10  +1        ['NC,Charlotte,28208,V06 659Bz Charlotte Hcc, Nc']
NC    2022-01-10 10-10  -1        ['NC,Cherokee,28719,Ciha Hospital']
NC    2022-01-12 08-07  +1        ['NC,Hickory,28602,Long View Drug']
NC    2022-01-13 10-07  +8        ['NC,Burlington,27215,Neil Medical Group Burlington', 'NC,Charlotte,28204,Oncology Specialists Of Charlotte', 'NC,Charlotte,28270,Avant Pharmacy And Wellness Center', 'NC,Clinton,28328,Sampson Regional Medical Center', 'NC,Greensboro,27410,Richter Family Med And Wellness', 'NC,Hickory,28602,Catawba Valley Medical Center', 'NC,Mooresville,28115,Neil Medical Group Mooresville', 'NC,Morrisville,27560,Amber Pharmacy']
NC    2022-01-14 15-37  +4        ['NC,Charlotte,28277,Carolina Family Healthcare', 'NC,Hickory,28602,Avendirx', 'NC,Morganton,28655,Stout Scripts Dba Table Rock Pharma', 'NC,Pink Hill,28572,Southern Pharmacy Pink Hill']
NC    2022-01-19 08-05  +3        ['NC,Beaufort Nc,28516,Open Water Medical Beaufort', 'NC,Charlotte,28204,Novant Health Cancer Inst Elizabeth', 'NC,Garner,27529,White Oak Pharmacy Llc']
NC    2022-01-21 18-08  +4        ['NC,Concord,28025,Moose Professional Pharmacy', 'NC,Garner,27529,Garner 5Th Avenue Pharmacy', 'NC,Raleigh,27615,Greystone Village Pharmacy', 'NC,Smithfield,27577,Johnston Health Outpatient Pharmacy']
