State Date       Time   Providers Details
PA    2022-03-16 18-51  -60       ['PA,Abington,19001,Abington Jefferson Health', 'PA,Allentown,18103,Lehigh Valley Hospital Cedar Crest', 'PA,Avoca,18641,Llewellyns Pharmacy', 'PA,Beaver,15009,Beaver Health Mart Pharmacy', 'PA,Bethlehem,18015,Sluhhn-Bethlehem', 'PA,Bradford,16701,Kaleida Health Bradford Reg Med Ctr', 'PA,Claysville,15323,Curtis Pharmacy', 'PA,Connellsville,15425,Highlands Hospital', 'PA,Cranberry Twp,16066,Pharmscript Of Pa Llc', 'PA,Darby,19023,Mercy Fitzgerald Hospital', 'PA,Doylestown,18901,Doylestown Hospital', 'PA,Dubois,15801,Penn Highlands Dubois', 'PA,Dunmore,18512,Medicus Urgent Care', 'PA,East Norriton,19401,Suburban Community Hospital', 'PA,Elverson,19520,A-Z Urgent Care Llc', 'PA,Ephrata,17522,Wellspan Ephrata Community Hospital', 'PA,Fairless Hills,19030,Reliant Care Solutions', 'PA,Gettysburg,17325,Gettysburg Hospital', 'PA,Greensburg,15601,Excela Health Westmoreland Hospital', 'PA,Hanover Township,18706,Nockley Family Pharmacy-Hanover', 'PA,Hershey,17033,Hersheycare Pharmacy', 'PA,Hershey,17033,Penn State Hershey Medical Center', 'PA,Huntingdon,16652,Penn Highlands Huntingdon', 'PA,Indiana,15701,Diamond Pharmacy Services', 'PA,Jermyn,18433,Wright Center For Community Health', 'PA,Johnstown,15905,Conemaugh Memorial Medical Center', 'PA,King Of Prussia,19406,Omnicare King Of Prussia', 'PA,Lancaster,17603,Union Community Care', 'PA,Lansdale,19446,Lansdale Hospital', 'PA,Latrobe,15650,Excela Health Latrobe Hospital', 'PA,Leesport,19533,Diamond Pharmacy Services', 'PA,Lewisburg,17837,Evangelical Community Hospital', 'PA,Mahanoy City,17948,Morris Drug', 'PA,Mt. Holly Springs,17065,Care Options Rx', 'PA,North Wales,19454,Wellness Pharmacy Services', 'PA,Philadelphia,19107,Hn2080 - Tjuh-Thomas Jeff Univ Hosp', 'PA,Philadelphia,19107,Jefferson Hosp For Neuroscience', 'PA,Philadelphia,19114,Jefferson Health Northeast', 'PA,Philadelphia,19118,Hn0800 - Chestnut Hill Hospital', 'PA,Philadelphia,19120,P10810 - Tang Pharmacy', 'PA,Philadelphia,19131,Abraham Reuven Lehman Md', 'PA,Philadelphia,19148,Methodist Hosp Div Tjuh Inc', 'PA,Philadelphia,19152,Hn2600 - Nazareth Hospital', 'PA,Phoenixville,19460,Tower Health-Phoenixville Hospital', 'PA,Pittsburgh,15212,Ahn-Allegheny General Hospital', 'PA,Pittsburgh,15220,Greentree Pittsburgh Location', 'PA,Pittsburgh,15238,Grane Rx Pittsburgh', 'PA,Port Allegany,16743,Upper Allegheny Medical Center', 'PA,Pottstown,19464,Tower Health-Pottstown Hospital', 'PA,Reading,19611,Tower Health-Reading Hospital', 'PA,Sayre,18840,The Guthrie Cancer Ctr Clinic Ltd', 'PA,Scranton,18504,Nockley Family Pharmacy-Scranton', 'PA,Scranton,18505,Wright Ctr For Com Hlth Scrntn Prac', 'PA,Sellersville,18960,Grand View Hospital', 'PA,Topton,19562,Omnicare Of Topton', 'PA,Waynesboro,17268,Waynesboro Hospital', 'PA,West Chester,19382,Grane Rx  West Chester', 'PA,Windber,15963,Windber Medical Center/ Chan Soon', 'PA,York,17402,Wellspan Infusion', 'PA,York,17403,Wellspan York Hospital']
PA    2022-03-18 09-58  -1        ['PA,Wilkes Barre,18706,Pharmerica - Wilkes Barre']
PA    2022-03-18 11-17  +4        ['PA,Allentown,18103,Lehigh Valley Hospital Cedar Crest', 'PA,Cranberry Twp.,16066,Pharmscript Holdcoandsubsidiaries', 'PA,Huntingdon,16652,Penn Highlands Huntingdon', 'PA,Reading,19611,Tower Health-Reading Hospital']
PA    2022-03-18 11-17  -9        ['PA,Carnegie,15106,Acorx', 'PA,Castle Shannon,15234,Kevins Shop And Save', 'PA,Claysville,15323,Curtis Pharmacy - 305 Ltc', 'PA,Mckees Rocks,15136,Primary Care Phcy Svcs - Mckees Roc', 'PA,Mount Pleasant,15666,Excela Health Frick Hospital', 'PA,Pittsburgh,15211,The Medicine Shoppe 0838', 'PA,Pittsburgh,15227,Spartan Pharmacy Ltc', 'PA,Washington,15201,Curtis Pharmacy - 575 Ltc', 'PA,West Mifflin,15122,Primary Care Phcy Svcs - West Miffl']
PA    2022-03-19 11-58  -2        ['PA,Lebanon,17042,Wellspan Good Samaritan Hospital', 'PA,Scranton,18510,Moses Taylor Hospital']
PR    2022-03-16 18-51  -2        ['PR,Bayamon,00956,Hospital Universitario Ramon Ruiz', 'PR,San Juan,00909,17192-Best Option Healthcare']
PR    2022-03-19 11-58  -1        ['PR,Arecibo,00613,Hospital Pavia Arecibo']
RI    2022-02-22 09-09  -2        ['RI,Johnston,02919,Atmed Treatment Center; Inc.', 'RI,Providence,02905,Women And Infants Hospital Inpatien']
SC    2022-02-22 09-09  -5        ['SC,Columbia,29203,Prisma Health - Midlands', 'SC,Florence,29506,Mcleod Regional Med Cntr - Cheves', 'SC,Rock Hill,29732,Piedmont Medical Center', 'SC,Simpsonville,29681,Prisma Health Pharmacy Services Cen', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-03-08 14-40  +1        ['SC,Kingstree,29556,Williamsburg Regional Hospital']
SC    2022-03-16 18-51  -8        ['SC,Abbeville,29620,Abbeville Area Medical Center', 'SC,Beaufort,29902,Beaufort Memorial Hosp - Infect Dis', 'SC,Columbia,29203,Prisma Health - Midlands', 'SC,Conway,29526,Conway Medical Center', 'SC,Little River,29566,Mcleod Seacoast Hospital', 'SC,Rock Hill,29732,Piedmont Medical Center', 'SC,Simpsonville,29681,Prisma Health Pharmacy Services Cen', 'SC,Spartanburg,29303,Spartanburg Regional Medical Center']
SC    2022-03-18 09-58  +7        ['SC,Charleston,,Medical University Of South Carolin', 'SC,Florence,,Mcleod Regional Med Cntr - Cheves', 'SC,Florence,,Musc Health Florence Medical Center', 'SC,Greenville,,St Francis Eastside', 'SC,Hartsville,,Carolina Pines Regional Med Cntr', 'SC,Kingstree,,Williamsburg Regional Hospital', 'SC,West Columbia,,Lexington Medical Ctr - Wc']
SC    2022-03-18 09-58  -8        ['SC,Anderson,29621,Anmed Health', 'SC,Charleston,29425,Medical University Of South Carolin', 'SC,Florence,29505,Musc Health Florence Medical Center', 'SC,Florence,29506,Mcleod Regional Med Cntr - Cheves', 'SC,Greenville,29615,St Francis Eastside', 'SC,Hartsville,29550,Carolina Pines Regional Med Cntr', 'SC,Kingstree,29556,Williamsburg Regional Hospital', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-03-18 11-17  +7        ['SC,Anderson,29621,Anmed Health', 'SC,Charleston,29425,Medical University Of South Carolin', 'SC,Florence,29505,Musc Health Florence Medical Center', 'SC,Greenville,29615,St Francis Eastside', 'SC,Hartsville,29550,Carolina Pines Regional Med Cntr', 'SC,Kingstree,29556,Williamsburg Regional Hospital', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-03-18 11-17  -8        ['SC,Charleston,,Medical University Of South Carolin', 'SC,Florence,,Mcleod Regional Med Cntr - Cheves', 'SC,Florence,,Musc Health Florence Medical Center', 'SC,Greenville,,St Francis Eastside', 'SC,Greenwood,29646,Self Regional Healthcare Pharmacy', 'SC,Hartsville,,Carolina Pines Regional Med Cntr', 'SC,Kingstree,,Williamsburg Regional Hospital', 'SC,West Columbia,,Lexington Medical Ctr - Wc']
SD    2022-02-22 09-09  -4        ['SD,Rapid City,57701,Monument Health Rch Pharmacy', 'SD,Sioux Falls,57108,Avera Mckennan Hospital', 'SD,Sioux Falls,57117,Sanford Usd Medical Center', 'SD,Watertown,57201,Prairie Lakes Healthcare System']
SD    2022-03-03 10-04  +1        ['SD,Sioux Falls,57104,Avera Long-Term Care Pharmacy']
SD    2022-03-08 14-40  +1        ['SD,Martin,57551,Bennett County Hospital']
SD    2022-03-16 18-51  -7        ['SD,Faulkton,57438,Faulkton Area Medical Center', 'SD,Hot Springs,57747,Fall River Health Services', 'SD,Rapid City,57701,Monument Health Rch Pharmacy', 'SD,Redfield,57469,Redfield Community Memorial Hospita', 'SD,Sioux Falls,57108,Avera Mckennan Hospital', 'SD,Sioux Falls,57117,Sanford Usd Medical Center', 'SD,Watertown,57201,Prairie Lakes Healthcare System']
SD    2022-03-18 11-17  -1        ['SD,Armour,57313,Douglas County Memorial Hospital']
TN    2022-02-22 09-09  -2        ['TN,Chattanooga,37415,Access Drugs', 'TN,Cookeville,38501,Cookeville Regional Medical Center']
TN    2022-03-08 14-40  +2        ['TN,Jefferson City,37760,Tennova Health Jefferson Mem Hosp', 'TN,Newport,37821,Tennova Health Newport Med Center']
TN    2022-03-16 18-51  +1        ['TN,Memphis,38115,Physician Assoc Interdiscip Clinic']
TN    2022-03-16 18-51  -2        ['TN,Jefferson City,37760,Tennova Health Jefferson Mem Hosp', 'TN,Newport,37821,Tennova Health Newport Med Center']
TN    2022-03-18 11-17  +1        ['TN,Lebanon,37090,Pharmscript Holdcoandsubsidiaries']
TN    2022-03-19 11-58  +1        ['TN,Clifton,38425,Bethesda Clinic, Llc']
TN    2022-03-19 11-58  -1        ['TN,Cookeville,38501,Cookeville Regional Medical Center']
TX    2022-02-22 09-09  -28       ['TX,Amarillo,79107,Amarillo Public Health', 'TX,Angleton,77515,Utmb Angleton Danbury Campus', 'TX,Beaumont,77708,Jefferson Co Reg  Inf Ctr Beaumont', 'TX,Corpus Christi,78404,Christus Spohn Health Sys Shoreline', 'TX,Dallas,75246,Baylor University Med Ctr Dallas', 'TX,El Paso,79902,Thop Hosp Of Providence Memorial', 'TX,Fort Worth,76104,Baylor Scott White All Saints', 'TX,Fort Worth,76112,Thr Texas Health Resources Medsuprt', 'TX,Galveston,77555,Utmb University Of Texas Med Branch', 'TX,Harlingen,78550,Nurx Pharmacy Llc', 'TX,Houston,77014,Kelsey-Seybold Infusion Pharmacy', 'TX,Houston,77030,Chi St Lukes Health Baylor Med Ctr', 'TX,Houston,77030,Houston Methodist Hospital Tmc', 'TX,Katy,77449,Memorial Hermann Pharmacy Services', 'TX,League City,77573,Utmb League City', 'TX,Longview,75601,Christus Good Shepherd Longview', 'TX,Lubbock,79412,Webb Co Reg Inf Ctr Lubbock', 'TX,Mckinney,75071,Baylor Scott White Med Ctr Mckinney', 'TX,Mission,78572,Hidalgo Co Reg Inf Ctr Mission', 'TX,Odessa,79761,Medical Center Hospital (Odessa)', 'TX,Rockwall,75087,Rockwall Co Emergency Management', 'TX,San Antonio,78229,Hca Methodist Hosp And Childrens H', 'TX,Seguin,78155,Guadalupe Regional Medical Center', 'TX,Temple,76508,Baylor Scott White Mc Temple', 'TX,Texarkana,75503,Texarkana Emergency Ctr And Hosp', 'TX,Tyler,75701,Christus Mother Frances Hosp Tyler', 'TX,Victoria,77901,Victoria Co Reg Inf Ctr Victoria', 'TX,Webster,77598,Utmb Clear Lake']
TX    2022-03-03 10-04  +1        ['TX,Dallas,75390,Utsw Clements Hospital']
TX    2022-03-08 14-40  +2        ['TX,Frisco,75034,Driven Md Pllc', 'TX,Longview,75601,Christus Good Shepherd Longview']
TX    2022-03-16 18-51  +1        ['TX,El Campo,77437,El Campo Memorial Hospital']
TX    2022-03-16 18-51  -18       ['TX,Angleton,77515,Utmb Angleton Danbury Campus', 'TX,Beaumont,77708,Jefferson Co Reg  Inf Ctr Beaumont', 'TX,El Paso,79902,Thop Hosp Of Providence Memorial', 'TX,Fort Sam Houston,78234,Brooke Army Medical Center', 'TX,Frisco,75034,Driven Md Pllc', 'TX,Galveston,77555,Utmb University Of Texas Med Branch', 'TX,Harlingen,78550,Nurx Pharmacy Llc', 'TX,Houston,77014,Kelsey-Seybold Infusion Pharmacy', 'TX,Houston,77030,Chi St Lukes Health Baylor Med Ctr', 'TX,Houston,77030,Houston Methodist Hospital Tmc', 'TX,League City,77573,Utmb League City', 'TX,Mckinney,75071,Baylor Scott White Med Ctr Mckinney', 'TX,Odessa,79761,Medical Center Hospital (Odessa)', 'TX,Rockwall,75087,Rockwall Co Emergency Management', 'TX,Seguin,78155,Guadalupe Regional Medical Center', 'TX,Texarkana,75503,Texarkana Emergency Ctr And Hosp', 'TX,Tyler,75701,Christus Mother Frances Hosp Tyler', 'TX,Webster,77598,Utmb Clear Lake']
TX    2022-03-18 09-58  -2        ['TX,Katy,77449,Memorial Hermann Pharmacy Services', 'TX,Longview,75601,Christus Good Shepherd Longview']
TX    2022-03-18 11-17  +1        ['TX,Allen,75013,Specialty Rx_Excel Rx Consulting']
TX    2022-03-18 11-17  -1        ['TX,Amarillo,79107,Amarillo Public Health']
TX    2022-03-19 08-15  +1        ['TX,Houston,77030,Houston Methodist Hospital Tmc']
VI    2022-02-22 09-09  -2        ['VI,Christiansted,00820,Juan Luis Hospital Medical Center', 'VI,St. Thomas,00802,Schneider Regional Medical Center']
VI    2022-03-16 18-51  -2        ['VI,Christiansted,00820,Juan Luis Hospital Medical Center', 'VI,St. Thomas,00802,Schneider Regional Medical Center']
VT    2022-02-22 09-09  -2        ['VT,St Johnsbury,05819,Nvrh Hospital', 'VT,Townshend,05353,Grace Cottage Hospital']
VT    2022-03-16 18-51  -2        ['VT,Middlebury,05753,Uvmhn Porter Medical Center', 'VT,Newport,05855,North Country Hospital And Health C']
VA    2022-02-22 09-09  -1        ['VA,Sterling,20166,Med Sa-1 Vaccine Distro']
VA    2022-03-03 10-04  +6        ['VA,Fishersville,22939,Augusta Health', 'VA,Galax,24333,Twin County Regional Hosp', 'VA,Harrisonburg,22801,Sentara Rmh Medical Center', 'VA,Portsmouth,23707,Bon Secours Maryview Medical Center', 'VA,Richmond,23226,Infusion Solutions Llc - N358', 'VA,Virginia Beach,23456,Sentara Princess Anne Hospital']
VA    2022-03-08 14-40  +4        ['VA,Coeburn,24230,The Health Wagon Wise', 'VA,Falls Church,22042,Inova Fairfax Hospital', 'VA,Richlands,24641,Hopkins Medical Association', 'VA,Roanoke,24014,Carilion Roanoke Mem Hosp']
VA    2022-03-16 18-51  +1        ['VA,Williamsburg,23185,Riverside Doctors Hosp Williamsburg']
VA    2022-03-16 18-51  -3        ['VA,Portsmouth,23707,Bon Secours Maryview Medical Center', 'VA,Richmond,23226,Infusion Solutions Llc - N358', 'VA,Sterling,20166,Med Sa-1 Vaccine Distro']
VA    2022-03-18 09-58  +3        ['VA,Christiansburg,24073,Carilion New River Medical Ctr', 'VA,Richmond,23226,Infusion Solutions Llc - N358', 'VA,Richmond,23228,Partners Phcy Of Va Llc']
VA    2022-03-18 09-58  -1        ['VA,Coeburn,24230,The Health Wagon Wise']
VA    2022-03-18 11-17  +1        ['VA,South Boston,24592,Sentara Halifax Regional Hospital']
VA    2022-03-18 11-17  -1        ['VA,Williamsburg,23185,Riverside Doctors Hosp Williamsburg']
WA    2022-02-22 09-09  -8        ['WA,Auburn,98001,Multicare Amc Outpatient Pharmacy', 'WA,Ellensburg,98926,Kvh-Hospital', 'WA,Puyallup,98372,Multicare Good Sam Out Pt. Pharm.', 'WA,Seattle,98101,Vm Downtown Medical Center', 'WA,Seattle,98105,Seattle Childrens Hospital', 'WA,Spokane,99204,Multicare Deaconess Hospital', 'WA,Tacoma,98405,Multicare Med Ctr Ed Pharm.', 'WA,Tacoma,98405,Vmfh Sjmc - Tacoma']
WA    2022-03-03 10-04  +4        ['WA,Coupeville,98239,Whidbey Health Medical Center', 'WA,Renton,98055,Valley Medical Center Hospital', 'WA,Seattle,98107,Swedish - Ballard', 'WA,Tumwater,98512,Birds Eye Medical']
WA    2022-03-08 14-40  +7        ['WA,Arlington,98223,Cascade Valley Hospital', 'WA,Centralia,98531,Washington Park Direct Care', 'WA,Mount Vernon,98274,Skagit Valley Hospital', 'WA,Port Angeles,98362,Olympic Memorial Hospital Pharmacy', 'WA,Seattle,98109,Seattle Cancer Care Alliance', 'WA,Seattle,98122,Swedish - Cherry Hill', 'WA,Vancouver,98662,Moonstone Medical Aesthetics']
WA    2022-03-16 18-51  +1        ['WA,Edmonds,98026,Swedish Medical Center - Edmonds']
WA    2022-03-16 18-51  -15       ['WA,Auburn,98001,Multicare Amc Outpatient Pharmacy', 'WA,Centralia,98531,Washington Park Direct Care', 'WA,Coupeville,98239,Whidbey Health Medical Center', 'WA,Kennewick,99336,Kadlec West Kennewick Primary Care', 'WA,Marysville,98270,The Everett Clinic - Warehouse', 'WA,Moses Lake,98837,Samaritan Healthcare', 'WA,Port Orchard,98366,Washington Veterans Home', 'WA,Pullman,99163,Sids Pharmacy', 'WA,Puyallup,98372,Multicare Good Sam Out Pt. Pharm.', 'WA,Spokane,99204,Multicare Deaconess Hospital', 'WA,Sunnyside,98944,Swofford Halma Clinic Inc Ps', 'WA,Tacoma,98405,Multicare Med Ctr Ed Pharm.', 'WA,Tacoma,98405,Vmfh Sjmc - Tacoma', 'WA,Tumwater,98512,Birds Eye Medical', 'WA,Vancouver,98662,Moonstone Medical Aesthetics']
WA    2022-03-18 09-58  +2        ['WA,Renton,,Kaiser Perm Supply Main', 'WA,Renton,98057,South Sound Cancer Services']
WA    2022-03-18 09-58  -2        ['WA,Renton,98057,Kaiser Perm Supply Main', 'WA,Walla Walla,99362,Providence Saint Mary Med Ctr']
WA    2022-03-18 11-17  +2        ['WA,Renton,98057,Kaiser Perm Supply Main', 'WA,Wenatchee,98801,Wenatchee Valley Hospital And Clini']
WA    2022-03-18 11-17  -2        ['WA,Renton,,Kaiser Perm Supply Main', 'WA,Renton,98055,Valley Medical Center Hospital']
WA    2022-03-19 11-58  +1        ['WA,Kirkland,98034,Evergreen Hospital Med Ctr']
WA    2022-03-20 06-05  -1        ['WA,Seattle,98109,Seattle Cancer Care Alliance']
WV    2022-02-22 09-09  -36       ['WV,Beckley,25801,Raleigh General Hospital', 'WV,Berkeley Springs,25411,War Memorial Hospital', 'WV,Bridgeport,26330,United Hospital Center', 'WV,Buckeye,24924,Pocahontas Memorial Hospital', 'WV,Charleston,25301,Kanawha-Charleston Health Dept.', 'WV,Charleston,25304,Camc Memorial Hospital', 'WV,Elkins,26241,Davis Medical Center - Elkins', 'WV,Gassaway,26624,Braxton County Memorial Hospital', 'WV,Glen Dale,26038,Reynolds Memorial Hospital', 'WV,Grafton,26354,Grafton City Hospital', 'WV,Grantsville,26147,Minnie Hamilton Health System', 'WV,Hinton,25951,Summers County Arh Hospital', 'WV,Huntington,25701,Cabell Huntington Hospital Inc', 'WV,Huntington,25702,St. Marys Medical Center', 'WV,Keyser,26726,Potomac Valley Hospital', 'WV,Kingwood,26537,Preston Memorial Hospital (Mon Hlth', 'WV,Logan,25601,Logan Regional Med Ctr', 'WV,Madison,25130,Boone Memorial Hospital-Inpatient', 'WV,Martinsburg,25401,Berkeley Medical Center', 'WV,Morgantown,26505,Monongalia General Hospital', 'WV,Morgantown,26506,Ruby Memorial Hospital (Wvu)', 'WV,New Martinsville,26155,Wetzel County Hospital', 'WV,Oak Hill,25901,Plateau Medical Center', 'WV,Petersburg,26847,Grant Memorial Hospital', 'WV,Point Pleasant,25550,Pleasant Valley Hospital', 'WV,Princeton,24740,Princeton Community Hospital Assn', 'WV,Ripley,25271,Jackson General Hospital', 'WV,Romney,26757,Hampshire Memorial Hospital', 'WV,Ronceverte,24970,Greenbrier Valley Med Center', 'WV,South Charleston,25309,Thomas Memorial Hospital-Inpt', 'WV,Spencer,25276,Roane General Hospital', 'WV,Summersville,26651,Srmc Inpatient Pharmacy', 'WV,Weirton,26062,Weirton Medical Center', 'WV,Welch,24801,Welch Community Hosp', 'WV,Weston,26452,Stonewall Jackson Memorial Hosp', 'WV,Wheeling,26003,Wheeling Hospital']
WV    2022-03-16 18-51  -36       ['WV,Beckley,25801,Raleigh General Hospital', 'WV,Berkeley Springs,25411,War Memorial Hospital', 'WV,Bridgeport,26330,United Hospital Center', 'WV,Buckeye,24924,Pocahontas Memorial Hospital', 'WV,Charleston,25304,Camc Memorial Hospital', 'WV,Elkins,26241,Davis Medical Center - Elkins', 'WV,Glen Dale,26038,Reynolds Memorial Hospital', 'WV,Grafton,26354,Grafton City Hospital', 'WV,Grantsville,26147,Minnie Hamilton Health System', 'WV,Hinton,25951,Summers County Arh Hospital', 'WV,Huntington,25701,Cabell Huntington Hospital Inc', 'WV,Keyser,26726,Potomac Valley Hospital', 'WV,Kingwood,26537,Preston Memorial Hospital (Mon Hlth', 'WV,Logan,25601,Logan Regional Med Ctr', 'WV,Madison,25130,Boone Memorial Hospital-Inpatient', 'WV,Martinsburg,25401,Berkeley Medical Center', 'WV,Montgomery,25136,Montgomery General Hospital', 'WV,Morgantown,26505,Monongalia General Hospital', 'WV,Morgantown,26506,Ruby Memorial Hospital (Wvu)', 'WV,New Martinsville,26155,Wetzel County Hospital', 'WV,Oak Hill,25901,Plateau Medical Center', 'WV,Parsons,26287,St. George Clinic Pharmacy', 'WV,Petersburg,26847,Grant Memorial Hospital', 'WV,Point Pleasant,25550,Pleasant Valley Hospital', 'WV,Princeton,24740,Princeton Community Hospital Assn', 'WV,Ranson,25438,Jefferson Medical Center', 'WV,Ripley,25271,Jackson General Hospital', 'WV,Romney,26757,Hampshire Memorial Hospital', 'WV,Ronceverte,24970,Greenbrier Valley Med Center', 'WV,South Charleston,25309,Thomas Memorial Hospital-Inpt', 'WV,Spencer,25276,Roane General Hospital', 'WV,Webster Springs,26288,Webster County Memorial Hospital', 'WV,Weirton,26062,Weirton Medical Center', 'WV,Welch,24801,Welch Community Hosp', 'WV,Weston,26452,Stonewall Jackson Memorial Hosp', 'WV,Wheeling,26003,Wheeling Hospital']
WV    2022-03-18 11-17  -1        ['WV,Cross Lanes,25313,Omnicare Of Nitro']
WV    2022-03-19 11-58  -1        ['WV,Charleston,25301,Kanawha-Charleston Health Dept.']
WI    2022-02-22 09-09  -55       ['WI,Antigo,54409,Aspirus Langlade Hospital', 'WI,Appleton,54915,St Elizabeth Hosp Affnity Med Covid', 'WI,Baldwin,54002,Western Wisconsin Health', 'WI,Baraboo,53913,St Clare Hospital (Sc)', 'WI,Beaver Dam,53916,Marshfield Medical Center - Beaver', 'WI,Bowler,54416,Stockbridge-Munsee Health Ctr', 'WI,Chippewa Falls,54729,St. Josephs Hospital', 'WI,Columbus,53925,Prairie Ridge Health - Covid', 'WI,Cumberland,54829,Cumberland Memorial Hospital', 'WI,Dodgeville,53533,Upland Hills Health - Covid', 'WI,Eagle River,54521,Eagle River Hospital', 'WI,Eau Claire,54701,Sacred Heart Hospital', 'WI,Eau Claire,54703,Mchs Eau Claire Hospital', 'WI,Fond Du Lac,54935,St Agnes Hospital', 'WI,Fort Atkinson,53538,Fort Healthcare', 'WI,Friendship,53934,Gundersen Moundview Hospital', 'WI,Green Bay,54301,Bellin Memorial Hospital Inc Covid', 'WI,Green Bay,54301,St Vincent Hospital - Covid', 'WI,Green Bay,54303,St Marys Hospital Medical Center', 'WI,Hayward,54843,Hayward Area Memorial Hospital', 'WI,Hillsboro,54634,Gundersen St. Josephs Hospital', 'WI,Janesville,53546,St Marys Janesville Hospital', 'WI,La Crosse,54601,Gundersen Health La Crosse - Covid', 'WI,La Crosse,54601,Mchs La Crosse Hosp Franciscan Hc', 'WI,Ladysmith,54848,Ladysmith Center - Covid', 'WI,Lake Geneva,53147,Mhs-Walworth Medical Center', 'WI,Lancaster,53813,Grant Regional Health Center', 'WI,Madison,53715,Meriter Hospital-Park', 'WI,Madison,53715,St Marys Hospital (Sm) - Covid', 'WI,Madison,53792,Uw Health - University Hospital', 'WI,Mauston,53948,Mile Bluff Medical Center', 'WI,Medford,54451,Aspirus Medford Hospital', 'WI,Milwaukee,53210,Ascension Se Wisconsin Hospital', 'WI,Milwaukee,53215,Ascension St. Francis Hospital', 'WI,Milwaukee,53226,Childrens Hospital Of Wi', 'WI,Minocqua,54548,Mmc - Minocqua Hospital', 'WI,Monroe,53566,Monroe Clinic Hospital', 'WI,Neillsville,54456,Marshfield Med Ctr - Neillsville', 'WI,Oconto Falls,54154,Hshs St. Clare Memorial Hospital Ph', 'WI,Oshkosh,54904,Mercy Medical Center', 'WI,Platteville,53818,Southwest Health', 'WI,Portage,53901,Aspirus Divine Savior Hospital', 'WI,Reedsburg,53959,Reedsburg Area Medical Center', 'WI,Rhinelander,54501,Aspirus Rhinelander Clinic-N Shore', 'WI,Rice Lake,54868,Marshfield - Rice Lake Center', 'WI,Richland Center,53581,The Richland Hospital Inc. - Covid', 'WI,Ripon,54971,Ripon Medical Center - Covid', 'WI,River Falls,54022,River Falls Area Hospital', 'WI,Sheboygan,53081,Saint Nicholas Hospital', 'WI,Superior,54880,Essentia Health Smhs (Superior)', 'WI,Waukesha,53188,Waukesha Memorial Hospital', 'WI,Waupun,53963,Waupun Memorial Hospital', 'WI,Wausau,54401,Aspirus Wausau Hospital Pharmacy', 'WI,Wisconsin Rapids,54494,Aspirus Riverview Hospital', 'WI,Woodruff,54568,Howard Young Medical Center']
WI    2022-03-03 10-04  +2        ['WI,Fond Du Lac,54935,St Agnes Hospital', 'WI,Stevens Point,54481,Saint Michaels Hospital - Covid']
WI    2022-03-08 14-40  +2        ['WI,Cumberland,54829,Cumberland Memorial Hospital', 'WI,Little Chute,54140,Smith Pharmacy']
WI    2022-03-16 18-51  +4        ['WI,Baldwin,54002,Wwh-Healthshop Pharmacy', 'WI,Bowler,54416,Stockbridge Munsee Hc', 'WI,Crandon,54520,Potawatomi Health And Wellness Ctr', 'WI,Waupun,53963,Waupun Memorial Hospital - Covid']
WI    2022-03-16 18-51  -36       ['WI,Antigo,54409,Aspirus Langlade Hospital', 'WI,Baldwin,54002,Western Wisconsin Health', 'WI,Barron,54812,Mchs Northland Hospital', 'WI,Beloit,53511,Beloit Memorial Hospital', 'WI,Bowler,54416,Stockbridge-Munsee Health Ctr', 'WI,Columbus,53925,Prairie Ridge Health - Covid', 'WI,Cumberland,54829,Cumberland Memorial Hospital', 'WI,Eau Claire,54701,Mmc - Eau Claire Hospital', 'WI,Eau Claire,54701,Sacred Heart Hospital', 'WI,Eau Claire,54703,Mchs Eau Claire Hospital', 'WI,Franklin,53132,Ascension Se Wi Hospital - Franklin', 'WI,Friendship,53934,Gundersen Moundview Hospital', 'WI,Green Bay,54301,St Vincent Hospital - Covid', 'WI,Green Bay,54303,St Marys Hospital Medical Center', 'WI,Janesville,53546,St Marys Janesville Hospital', 'WI,La Crosse,54601,Mchs La Crosse Hosp Franciscan Hc', 'WI,Ladysmith,54848,Ladysmith Center - Covid', 'WI,Lake Geneva,53147,Mhs-Walworth Medical Center', 'WI,Lancaster,53813,Grant Regional Health Center', 'WI,Madison,53715,Meriter Hospital-Park', 'WI,Mauston,53948,Mile Bluff Medical Center', 'WI,Menomonie,54751,Mchs Red Cedar - Menomonie Clinic', 'WI,Milwaukee,53210,Ascension Se Wisconsin Hospital', 'WI,Milwaukee,53211,Columbia St Marys', 'WI,Minocqua,54548,Mmc - Minocqua Hospital', 'WI,Neillsville,54456,Marshfield Med Ctr - Neillsville', 'WI,Oconto Falls,54154,Hshs St. Clare Memorial Hospital Ph', 'WI,Park Falls,54552,Mmc - Flambeau Hospital', 'WI,Portage,53901,Aspirus Divine Savior Hospital', 'WI,Reedsburg,53959,Reedsburg Area Medical Center', 'WI,Richland Center,53581,The Richland Hospital Inc. - Covid', 'WI,River Falls,54022,River Falls Area Hospital', 'WI,Sheboygan,53081,Saint Nicholas Hospital', 'WI,Stevens Point,54481,Saint Michaels Hospital - Covid', 'WI,Waupun,53963,Waupun Memorial Hospital', 'WI,Wisconsin Rapids,54494,Aspirus Riverview Hospital']
WI    2022-03-18 09-58  +2        ['WI,Crandon,,Potawatomi Health And Wellness Ctr', 'WI,Eau Claire,54701,Sacred Heart Hospital']
