provider_name,address1,address2,city,state,zip,last_report_date,public_website,phone_number,geopoint
PEN BAY MEDICAL CENTER,6 GLEN COVE DR,,Rockport,ME,04856,2022-07-11T00:00:00.000,,207-301-6000,POINT (-69.08543 44.14489)
MMP SPRING ST HEALTH CENTER,55 SPRING ST,,Scarborough,ME,04074,2022-07-14T00:00:00.000,,207-396-7300,POINT (-70.346305 43.62519)
REDINGTON FAIRVIEW GENERAL PHARMACY,46 FAIRVIEW AVE,PHARMACY DEPT,Skowhegan,ME,04976,2022-07-14T00:00:00.000,,207-858-2452,POINT (-69.71368 44.75899)
CVS Store #00806,51 MARKET ST.,CVS Pharmacy,South Portland,ME,04106,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-70.25681 43.63666)
YORK HOSPITAL,15 HOSPITAL DR,,York,ME,03909,2022-07-13T00:00:00.000,,,POINT (-70.651795 43.142435)
PROMEDICA HICKMAN HOSPITAL,5640 N ADRIAN HWY,,Adrian,MI,49221,2022-07-15T00:00:00.000,,,POINT (-84.00456 41.96489)
ALLEGAN COUNTY HEALTH DEPARTMENT,3255 122ND AVE STE 200,,Allegan,MI,49010,,,,POINT (-85.86315 42.58121)
Beaumont Urgent Care by WellStreet,15606 Southfield Rd,,Allen Park,MI,48101,,,,POINT (-83.20779 42.25997)
ALCONA HEALTH CENTER ALPENA SERVICE,1185 US HIGHWAY 23 N,,Alpena,MI,49707,2022-07-15T00:00:00.000,http://alconahealthcenters.org,989-356-4049,POINT (-83.45757 45.08859)
"Ann Arbor Urgent Care, PC",1000 East Stadium Blvd,,Ann Arbor,MI,48104,2022-07-14T00:00:00.000,,,POINT (-83.736881 42.260845)
CVS Store #03584,209 SOUTH STATE ST.,CVS Pharmacy,Ann Arbor,MI,48104,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.740492 42.27992)
ST. JOSEPH MERCY ANN ARBOR,5301 E. HURON RIVER DRIVE,ATTN: IP PHARMACY,Ann Arbor,MI,48106,2022-07-14T00:00:00.000,,,POINT (-83.68391 42.26564)
THUNDER BAY COMM HLTH SRVC - ATL,11899 M 32 W,,Atlanta,MI,49709,2022-07-11T00:00:00.000,,,POINT (-84.15552 45.00685)
WALGREENS STORE #09450,830 N VAN DYKE RD,,Bad Axe,MI,48413,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-830+n+dyke+rd-bad%20axe-mi-48413/id=9450,,POINT (-83.00015 43.81521)
GRACE HEALTH,181 W. Emmett St,,Battle Creek,MI,49037,2022-07-05T00:00:00.000,http://www.gracehealthmi.org,269-966-2600,POINT (-85.189035 42.329575)
BEAVER ISLAND RURAL HEALTH CENTER,37304 KINGS HWY,,Beaver Island,MI,49782,2022-07-08T00:00:00.000,,,POINT (-85.525115 45.736455)
INTERCARE BENTON HARBOR,800 M 139,,Benton Harbor,MI,49022,2022-07-17T00:00:00.000,,269-427-7937,POINT (-86.43575 42.10223)
1ST CHOICE URGENT CARE - BLOOMFIELD,2274 S TELEGRAPH RD,,Bloomfield,MI,48302,2022-07-15T00:00:00.000,,,POINT (-83.296378 42.605495)
Wellstreet UC - Bloomfield Hills,42757 Woodward Ave.,,Bloomfield Hills,MI,48304,2022-07-08T00:00:00.000,,,POINT (-83.26478 42.60303)
Wellstreet UC - Bloomfield Twp,6543 Telegraph Rd.,,Bloomfield Township,MI,48301,,,,POINT (-83.28464 42.54416)
GoHealth Urgent Care - Bruce Twp,80650 Van Dyke,,Bruce Twp,MI,48065,2022-07-17T00:00:00.000,,,POINT (-83.0396 42.88814)
CVS Store #08190,45300 CHERRY HILL RD.,CVS Pharmacy,Canton,MI,48187,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.48622 42.30808)
Wellstreet UC - Canton,6549 N. Canton Center Rd.,,Canton,MI,48187,2022-07-07T00:00:00.000,,,POINT (-83.48896 42.33043)
eCare Clinic,7272 N Sheldon Rd,,Canton,MI,48187,2022-07-11T00:00:00.000,,,POINT (-83.478956 42.338874)
CASS FAMILY CLINIC,261 M 62,,Cassopolis,MI,49031,2022-07-06T00:00:00.000,,,POINT (-86.01267 41.91461)
COVERED BRIDGE HEALTHCARE,658 E. Main Street,,Centreville,MI,49032,2022-07-14T00:00:00.000,,,POINT (-85.514 41.922115)
GoHealth Urgent Care - Chesterfield,30795 23 Mile Rd,,Chesterfield,MI,48047,2022-07-17T00:00:00.000,,,POINT (-82.805915 42.67616)
INDEPENDENCE URGENT CARE,7192 N MAIN ST,,Clarkston,MI,48346,2022-07-14T00:00:00.000,,,POINT (-83.419413 42.742919)
SPRINGFIELD URGENT CARE - CLARKSTON,9749 DIXIE HWY,,Clarkston,MI,48348,2022-07-11T00:00:00.000,,,POINT (-83.48174 42.75721)
CVS Store #08174,1402 WEST 14 MILE ROAD,CVS Pharmacy,Clawson,MI,48017,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.16523 42.53358)
GoHealth Urgent Care - Fraser,15717 15 Mile Rd,,Clinton Twp,MI,48035,2022-07-17T00:00:00.000,,,POINT (-82.964535 42.554015)
GoHealth Urgent Care - Clinton Twp,40463 Groesbeck Hwy,,Clinton Twp,MI,48036,2022-07-17T00:00:00.000,,,POINT (-82.90127 42.59103)
WALGREENS STORE #10953,901 S STATE RD,,Davison,MI,48423,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-901+s+state+rd-davison-mi-48423/id=10953,,POINT (-83.51704 43.01975)
1ST CHOICE URGENT CARE PC,23455 Michigan Ave.,,Dearborn,MI,48124,2022-07-15T00:00:00.000,,,POINT (-83.265526 42.301405)
WESTERN WAYNE FAMILY HEALTH CENTER,4700 Schaefer Rd,,Dearborn,MI,48126,2022-07-15T00:00:00.000,,,POINT (-83.17555 42.321685)
DETROIT HEALTH DEPARTMENT - MACK,100 Mack Ave,,Detroit,MI,48201,,,,POINT (-83.05599 42.34717)
Joseph Walker Williams Comm Ctr.,8431 Rosa Parks Blvd.,,Detroit,MI,48202,2022-07-12T00:00:00.000,,,POINT (-83.09719 42.37067)
COVENANT COMMUNITY CARE - MOROSS,20901 MOROSS RD,,Detroit,MI,48236,2022-07-15T00:00:00.000,,,POINT (-82.927148 42.42439)
East Jordan Family Health Center,601 Bridge Street,,East Jordan,MI,49727,2022-07-14T00:00:00.000,,,POINT (-85.115385 45.1518)
Wellstreet UC - Farmington Hills N,29263 Orchard Lake Rd.,,Farmington Hills,MI,48334,2022-07-13T00:00:00.000,,,POINT (-83.36002 42.5117)
WALGREENS STORE #07065,3270 W SILVER LAKE RD,,Fenton,MI,48430,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3270+w+lake+rd-fenton-mi-48430/id=7065,,POINT (-83.73482 42.8048)
CVS Store #08091,33021 GARFIELD RD.,CVS Pharmacy,Fraser,MI,48026,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.950372 42.53945)
FIRST CHOICE URGENT CARE - GARDEN C,31450 FORD RD,,Garden City,MI,48135,2022-07-15T00:00:00.000,,,POINT (-83.351325 42.325415)
Garden City Urgent Care PLLC,28505 Ford Rd,,Garden City,MI,48135,2022-07-11T00:00:00.000,,,POINT (-83.32285 42.32552)
Wellstreet UC - Garden City,6200 Middlebelt Road,,Garden City,MI,48135,2022-07-14T00:00:00.000,,,POINT (-83.330282 42.330895)
HEART OF THE CITY HLTH CTR,100 Cherry St SE,,Grand Rapids,MI,49503,2022-07-15T00:00:00.000,http://www.cherryhealth.org,616-235-7272,POINT (-85.66593 42.959105)
CVS Store #08081,17120 KERCHEVAL AVE,CVS Pharmacy,Grosse Pointe,MI,48230,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.91382 42.39089)
Wellstreet UC - Grosse Pointe Farms,18700 Mack Ave.,,Grosse Pointe Fames,MI,48236,,,,POINT (-82.911575 42.413325)
SPRINGFIELD URGENT CARE - HIGHLAND,2116 S MILFORD RD,,Highland,MI,48357,2022-07-14T00:00:00.000,,,POINT (-83.618565 42.658702)
Marshfield Medical Center-Dickinson,1721 S STEPHENSON AVE,,Iron Mountain,MI,49801,2022-07-14T00:00:00.000,,,POINT (-88.06537 45.82016)
CENTER FOR FAMILY HEALTH,505 N JACKSON ST,,Jackson,MI,49201,2022-07-14T00:00:00.000,,,POINT (-84.40807 42.25357)
FAMILY HEALTH CENTER,505 E ALCOTT ST,,Kalamazoo,MI,49001,2022-07-11T00:00:00.000,,,POINT (-85.57567 42.27099)
WALGREENS STORE #09251,3520 S BALDWIN RD,,Lake Orion,MI,48359,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3520+s+baldwin+rd-lake%20orion-mi-48359/id=9251,,POINT (-83.308442 42.728385)
WALGREENS STORE #06369,410 E JOLLY RD,,Lansing,MI,48910,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-410+e+jolly+rd-lansing-mi-48910/id=6369,,POINT (-84.548782 42.682535)
FIRST CHOICE URGENT CARE OF LIVONIA,11502 Middlebelt Road,,Livonia,MI,48150,2022-07-15T00:00:00.000,,,POINT (-83.33292 42.36825)
Beaumont Urgent Haggerty Square,19760 Haggerty Road,,Livonia,MI,48152,2022-07-11T00:00:00.000,,,POINT (-83.4335472 42.436669)
GoHealth Urgent Care - Livonia,29613 7 Mile Rd,,Livonia,MI,48152,2022-07-17T00:00:00.000,,,POINT (-83.36504 42.43136)
ST MARY MERCY HOSPITAL,36475 5 MILE RD,,Livonia,MI,48154,2022-07-14T00:00:00.000,,,POINT (-83.40613 42.39396)
CVS Store #08287,21777 21 MILE RD.,CVS Pharmacy,Macomb,MI,48044,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.90006 42.64417)
Wellstreet UC - Macomb,15959 Hall Road,Suite 104,Macomb,MI,48044,,,,POINT (-82.964151 42.629675)
SCHOOLCRAFT MEMORIAL HOSPITAL,7870 W US HIGHWAY 2,PHARMACY DEPT,Manistique,MI,49854,2022-07-07T00:00:00.000,,,POINT (-86.22951 45.95103)
WALGREENS STORE #06559,931 S SAGINAW RD,,Midland,MI,48640,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-931+s+saginaw+rd-midland-mi-48640/id=6559,,POINT (-84.21879 43.62)
Pro-Health Medical Inc - Midland,111 E Wackerly St,Suite D,Midland,MI,48642,2022-07-11T00:00:00.000,,,POINT (-84.226307 43.65524)
MidMIchigan Medical Center,4000 Wellness Drive,,Midland,MI,48670,2022-07-14T00:00:00.000,,,POINT (-84.26123 43.63541)
CVS Store #08004,720 GENERAL MOTORS RD.,CVS Pharmacy,Milford,MI,48381,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.610755 42.583485)
MARCH MEDICAL ASSOCIATES,2252 N MONROE ST,,Monroe,MI,48162,2022-07-15T00:00:00.000,,,POINT (-83.3827 41.94623)
MOUNT CLEMENS,18 Market St Ste C,,Mount Clemens,MI,48043,2022-07-11T00:00:00.000,http://www.mycarehealthcenter.org,586-783-2222,POINT (-82.875406 42.59829)
WALGREENS STORE #07247,1309 S MISSION ST,,Mount Pleasant,MI,48858,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1309+s+mission+st-mount%20pleasant-mi-48858/id=7247,,POINT (-84.76672 43.58929)
HACKLEY COMMUNITY CARE CENTER,2700 BAKER ST,,Muskegon,MI,49444,2022-07-11T00:00:00.000,http://www.hccc-health.org,231-737-1335,POINT (-86.240865 43.202195)
Muskegon Family Care,2201 S Getty St,,Muskegon Heights,MI,49444,2022-07-14T00:00:00.000,,,POINT (-86.22531 43.21152)
Gibson Family Health Clinic,502 W Harrie Street,,Newberry,MI,49868,,,,POINT (-85.51332 46.35336)
CVS Store #08262,39350 NINE MILE RD,CVS Pharmacy,Northville,MI,48167,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.43374 42.45359)
CVS Store #00103,44300 5 MILE RD.,CVS Pharmacy,Northville,MI,48168,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.4798 42.39684)
Wellstreet UC - Novi,43535 Grand River,,Novi,MI,48375,2022-07-13T00:00:00.000,,,POINT (-83.47726 42.48089)
BOSWORTH URGENT HASLETT REDI CARE,1881 W Grand River Avenue,,Okemos,MI,48864,2022-07-12T00:00:00.000,,,POINT (-84.41805 42.71954)
WALGREENS STORE #11286,2131 W GRAND RIVER AVE,,Okemos,MI,48864,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2131+w+river+ave-okemos-mi-48864/id=11286,,POINT (-84.42799 42.72175)
Wellstreet UC - Lake Orion,845 S. Lapeer Rd.,,Orion Charter Township,MI,48362,2022-07-14T00:00:00.000,,,POINT (-83.237955 42.77027)
WALGREENS STORE #05481,710 SPRING ST,,Petoskey,MI,49770,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-710+spring+spring+st-petoskey-mi-49770/id=5481,,POINT (-84.97154 45.3697)
WALGREENS STORE #12534,1301 N US HIGHWAY 31,,Petoskey,MI,49770,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1301+n+highway+highway%2031-petoskey-mi-49770/id=12534,,POINT (-84.91053 45.38952)
Springfield Urgent Care PPLC,9547 Chilson Cmns,,Pinckney,MI,48169,2022-07-14T00:00:00.000,,,POINT (-83.83345 42.4624)
ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,,Pontiac,MI,48341,2022-07-14T00:00:00.000,,,POINT (-83.27644 42.61465)
MEDCARE URGENT CARE,26611 W 7 Mile Rd,Suite B,Redford,MI,48240,2022-06-30T00:00:00.000,,,POINT (-83.30702 42.42776)
WALGREENS STORE #09125,1280 WALTON BLVD,,Rochester Hills,MI,48307,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1280+walton+walton+blvd-rochester%20hills-mi-48307/id=9125,,POINT (-83.15269 42.683145)
CVS Store #08076,3010 WALTON BLVD.,CVS Pharmacy,Rochester Hills,MI,48309,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.194787 42.681277)
Wellstreet UC - Rochester,3200 Walton Boulevard,,Rochester Hills,MI,48309,2022-07-14T00:00:00.000,,,POINT (-83.19879 42.68065)
ProMed Urgent Care,19041 E 12 Mile Rd.,Suite 102,Roseville,MI,48066,2022-07-15T00:00:00.000,,,POINT (-82.925186 42.510125)
Wellstreet UC - Royal Oak,309 E 11 Mile Rd.,,Royal Oak,MI,48067,,,,POINT (-83.141665 42.490305)
FNP COLLABORATIVE SOLUTIONS,3206 N MAIN ST,,Royal Oak,MI,48073,2022-07-11T00:00:00.000,,,POINT (-83.14518 42.51843)
Wellstreet UC - Woodward Corners,30955 Woodward Avenue,Suite 705,Royal Oak,MI,48073,2022-07-11T00:00:00.000,,,POINT (-83.18769 42.51662)
GREAT LAKES BAY HC,501 LAPEER AVE,,Saginaw,MI,48607,2022-07-11T00:00:00.000,,,POINT (-83.934875 43.4329)
Springfield Urgent Care - Saline,7025 E. Michigan Ave.,,Saline,MI,48176,2022-07-15T00:00:00.000,,,POINT (-83.73774 42.18442)
Walmart Pharmacy #7260,8777 Platt Rd,,Saline,MI,48176,2022-07-14T00:00:00.000,https://www.walmarthealth.com/,,POINT (-83.69253 42.16394)
CVS Store #08113,2115 TWENTY FIVE MILE RD.,CVS Pharmacy,Shelby Township,MI,48316,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.09005 42.69697)
CVS Store #08144,46960 VAN DYKE AVE.,CVS Pharmacy,Shelby Township,MI,48317,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.032305 42.639975)
CVS Store #08021,30920 SOUTHFIELD RD.,CVS Pharmacy,Southfield,MI,48076,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.222435 42.51666)
FIRST CHOICE URGENT CARE - SOUTH,29628 SOUTHFIELD RD,,Southfield,MI,48076,2022-07-15T00:00:00.000,,,POINT (-83.22283 42.507605)
Wellstreet UC -  Southgate,16525 Fort Street,,Southgate,MI,48195,2022-07-08T00:00:00.000,,,POINT (-83.18495 42.188)
Wellstreet UC - St. Clair Shores,25631 Little Mack Ave,Suite 104,St. Clair Shores,MI,48081,2022-05-10T00:00:00.000,,,POINT (-82.9077 42.48331)
Sterling Health Center,725 E State St,,Sterling,MI,48659,2022-07-14T00:00:00.000,,,POINT (-84.0115 44.03326)
FIRST CHOICE URGENT CARE - TAYLOR,10155 TELEGRAPH RD,,Taylor,MI,48180,2022-07-15T00:00:00.000,,,POINT (-83.26906 42.2325)
Wellstreet UC - Taylor,9870 Telegraph Road,,Taylor,MI,48180,2022-07-14T00:00:00.000,,,POINT (-83.269747 42.235539)
Wellstreet UC - Troy Big Beaver,2078 E. Big Beaver,,Troy,MI,48083,2022-07-11T00:00:00.000,,,POINT (-83.10679 42.56302)
Beaumont Urgent Care - Troy,43037 Dequindre Rd,,Troy,MI,48085,2022-06-30T00:00:00.000,,,POINT (-83.09132 42.60784)
CVS Store #08002,100 W. MAPLE RD.,CVS Pharmacy,Walled Lake,MI,48390,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.48262 42.53793)
Wellstreet UC - Warren East,28550 Schoenherr,,Warren,MI,48088,2022-07-12T00:00:00.000,,,POINT (-82.98685 42.5048)
Wellstreet UC - Warren West,28284 Dequindre,,Warren,MI,48092,2022-07-14T00:00:00.000,,,POINT (-83.08455 42.50048)
CVS Store #08049,4995 HIGHLAND RD.,CVS Pharmacy,Waterford,MI,48328,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.385565 42.659285)
Beaumont Urgent Care - Wayne,34435 Michigan Ave,,Wayne,MI,48184,2022-07-14T00:00:00.000,,,POINT (-83.37692 42.2809)
Wellstreet UC - West Bloomfield,6470 Orchard Lake Rd,,West Bloomfield,MI,48322,2022-07-14T00:00:00.000,,,POINT (-83.36163 42.54397)
GoHealth Urgent Care - W Bloomfield,6901 Orchard Lake Rd,,West Bloomfield Township,MI,48322,2022-07-17T00:00:00.000,,,POINT (-83.359584 42.537349)
BALDWIN FAMILY HEALTH CARE,1035 E Wilcox,,White Cloud,MI,49349,2022-07-11T00:00:00.000,http://www.familyhealthcare.org,231-745-2743,POINT (-85.77583 43.55048)
Springfield Urgent Care-White Lake,320 Town Center Blvd,Suite C101,White Lake,MI,48386,2022-07-11T00:00:00.000,,,POINT (-83.49923 42.64874)
Wellstreet UC - Woodhaven,18930 West Rd.,,Woodhaven,MI,48183,2022-07-08T00:00:00.000,,,POINT (-83.222755 42.141245)
CVS Store #08029,2025 FORT STREET,CVS Pharmacy,Wyandotte,MI,48192,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.180235 42.213095)
WASHTENAW CO PUBLIC HD,555 TOWNER ST,,Ypsilanti,MI,48198,2022-07-14T00:00:00.000,,,POINT (-83.600575 42.24004)
CVS STORE #07110,"3633 BUNKER LAKE BLVD., NW",CVS Pharmacy,Andover,MN,55304,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.358155 45.2202)
CVS STORE #00663,15051 GALAXIE AVE.,CVS Pharmacy,Apple Valley,MN,55124,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.20811 44.73115)
CVS STORE #17453,15560 PILOT KNOB RD,CVS Pharmacy,Apple Valley,MN,55124,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.17461 44.72345)
CVS STORE #07152,2357 108TH LANE NE,CVS Pharmacy,Blaine,MN,55449,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.21152 45.167125)
CVS STORE #16953,1500 109TH AVE NE,CVS Pharmacy,Blaine,MN,55449,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.23283 45.16505)
CVS STORE #03060,8936 LYNDALE AVE.,CVS Pharmacy,Bloomington,MN,55420,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.28924 44.841255)
Brooklyn Park-Starlite Ct-T2T,8085 Brooklyn Blvd.,,Brooklyn Park,MN,55428,2022-07-15T00:00:00.000,,,POINT (-93.38084 45.09301)
MSP Airport Terminal 1- T2T,8085 Brooklyn Blvd,,Brooklyn Park,MN,55445,2022-07-15T00:00:00.000,,,POINT (-93.38084 45.09301)
CVS STORE #17405,810 COUNTY RD 42 W,CVS Pharmacy,Burnsville,MN,55337,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.28947 44.74885)
CVS STORE #16952,11990 BUSINESS PARK BLVD N,CVS Pharmacy,Champlin,MN,55316,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.38842 45.17267)
CVS STORE #16691,111 PIONEER TRL,CVS Pharmacy,Chaska,MN,55318,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.60111 44.82785)
CVS STORE #05997,2017 COON RAPIDS BLVD.,CVS Pharmacy,Coon Rapids,MN,55433,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.318625 45.161885)
RIVERVIEW HLTH,323 S Minnesota St,,Crookston,MN,56716,2022-07-12T00:00:00.000,,,POINT (-96.61997 47.77245)
Duluth-DECC Paulucci Hall- T2T,350 Harbor Dr,,Duluth,MN,55802,2022-07-15T00:00:00.000,,,POINT (-92.09858 46.78108)
ST LUKES HOSPITAL,915 EAST 1ST STREET,ATTN: ST. LUKES PHARMACY BUYERS,Duluth,MN,55805,2022-07-14T00:00:00.000,,,POINT (-92.08781 46.79687)
CVS STORE #06715,4241 JOHNNY CAKE RIDGE RD.,CVS Pharmacy,Eagan,MN,55122,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.185145 44.803895)
CVS STORE #03562,8251 COLUMBINE RD.,CVS Pharmacy,Eden Prairie,MN,55344,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.435805 44.854485)
CVS STORE #05788,6905 YORK AVE.,CVS Pharmacy,Edina,MN,55435,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.32033 44.87771)
CVS STORE #17380,7000 YORK AVE S,CVS Pharmacy,Edina,MN,55435,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.32336 44.87532)
CVS STORE #17278,755 53RD AVE NE,CVS Pharmacy,Fridley,MN,55421,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.251425 45.066055)
MINNEAPOLIS HEALTH CLINIC GOLDEN,4825 OLSON MEMORIAL HIGHWAY,SUITE 101,Golden Valley,MN,55422,2022-06-30T00:00:00.000,,,POINT (-93.340532 44.983715)
SAWTOOTH Mtn CLINIC,513 5th Ave W.,,Grand Marais,MN,55604,2022-07-15T00:00:00.000,,,POINT (-90.34086 47.75626)
GRAND ITASCA CLINIC AND HOSPITAL,1601 GOLF COURSE RD,,Grand Rapids,MN,55744,2022-07-14T00:00:00.000,,,POINT (-93.55287 47.22292)
CVS STORE #10252,1411 VERMILLION,CVS Pharmacy,Hastings,MN,55033,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-92.851805 44.73179)
CVS STORE #17549,7841 AMANA TRAIL,CVS Pharmacy,Inver Grove Heights,MN,55077,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.087485 44.83605)
CVS STORE #16816,18275 KENRICK AVE,CVS Pharmacy,Lakeville,MN,55044,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.29142 44.68433)
MEEKER MEMORIAL,612 South Sibley Ave,Attn:  Pharmacy,Litchfield,MN,55355,2022-07-13T00:00:00.000,,,POINT (-94.52918 45.11952)
SANFORD LUVERNE MEDICAL CENTER,1600 N Kniss Ave,,Luvenre,MN,56156,2022-07-15T00:00:00.000,,,POINT (-96.2108 43.6726)
CVS STORE #07197,"6300 WEDGEWOOD RD., NORTH",CVS Pharmacy,Maple Grove,MN,55311,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.44974 45.07047)
CVS STORE #17273,15300 GROVE CIRCLE N,CVS Pharmacy,Maple Grove,MN,55369,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.47532 45.13616)
CVS STORE #01751,2196 WHITE BEAR AVE. N.,CVS Pharmacy,Maplewood,MN,55109,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.024565 45.006935)
CENTRACARE CLINIC - MELROSE,525 W MAIN ST,,Melrose,MN,56352,2022-07-01T00:00:00.000,,,POINT (-94.825884 45.674595)
CVS STORE #16714,900 NICOLLET MALL,CVS Pharmacy,Minneapolis,MN,55403,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.274817 44.97469)
Indian Health Board of Minneapolis,1315 E 24th St,,Minneapolis,MN,55404,2022-06-17T00:00:00.000,,,POINT (-93.25529 44.958885)
CVS STORE #08285,1010 LAKE ST WEST,CVS Pharmacy,Minneapolis,MN,55408,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.29256 44.94845)
CVS STORE #16471,1650 NEW BRIGHTON BLVD,CVS Pharmacy,Minneapolis,MN,55413,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.22931 45.00482)
CVS STORE #17269,8900 HWY 7,CVS Pharmacy,Minneapolis,MN,55426,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.392385 44.93614)
CVS STORE #16027,13201 RIDGEDALE DR,CVS Pharmacy,Minnetonka,MN,55305,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.447725 44.969785)
CVS STORE #16695,4848 COUNTY ROAD 101,CVS Pharmacy,Minnetonka,MN,55345,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.50496 44.91669)
CCM Health,824 N 11th St,,Montevideo,MN,56265,2022-07-14T00:00:00.000,,,POINT (-95.712735 44.953875)
Moorhead T2T,1110 14th St. S,,Moorhead,MN,56560,2022-07-15T00:00:00.000,,,POINT (-96.757005 46.862655)
PETERSON DRUG AND GIFTS,1007 3rd Ave,,Mountain Lake,MN,56159,2022-07-16T00:00:00.000,,,POINT (-94.92919 43.939495)
CVS STORE #05992,7901 BASS LAKE RD.,CVS Pharmacy,New Hope,MN,55428,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.38134 45.054695)
MILLE LACS HEALTH SYSTEM HOSPITAL,200 N Elm St,,Onamia,MN,56359,2022-07-14T00:00:00.000,,,POINT (-93.66188 46.07311)
VOYAGE HEALTHCARE OSSEO,50 Central Ave,,Osseo,MN,55369,2022-07-14T00:00:00.000,,,POINT (-93.40176 45.11678)
CVS STORE #17509,15800 87TH ST NE,CVS Pharmacy,Otsego,MN,55330,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.56498 45.27725)
CENTRACARE CLINIC - PAYNESVILLE,200 1ST ST W,,Paynesville,MN,56362,2022-07-12T00:00:00.000,,,POINT (-94.71587 45.37392)
CVS STORE #06811,4140 COUNTY ROAD 101 N,CVS Pharmacy,Plymouth,MN,55446,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-93.50715 45.03096)
